"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Aargau"	"04.10.1896 Eisenbahnenrechnungsgesetz"	43145	27925	77.0
"Aargau"	"04.10.1896 Viehhandelsgesetz"	43145	20627	57.8
"Aargau"	"03.11.1895 Militärartikel"	42792	19766	53.8
"Aargau"	"29.09.1895 Zündhölzchenmonopol"	42288	12866	37.9
"Aargau"	"03.02.1895 Gesandtschaftsgesetz"	42492	9954	30.2
"Aargau"	"04.11.1894 Zollinitiative"	41264	11600	31.9
"Aargau"	"03.06.1894 Recht auf Arbeit"	40363	5312	16.3
"Aargau"	"04.03.1894 Vorschriften für das Gewerbe"	40392	11507	36.9
"Aargau"	"20.08.1893 Schächtverbot"	40033	29653	90.1
"Aargau"	"06.12.1891 Rückkauf der Centralbahn"	39475	12533	37.3
"Aargau"	"18.10.1891 Zolltarifgesetz"	...	22631	71.6
"Aargau"	"18.10.1891 Banknotenmonopol"	...	22497	69.3
"Aargau"	"05.07.1891 Einführung der Volksinitiative"	39475	13454	42.9
"Aargau"	"15.03.1891 Pensionsgesetz"	39693	4748	13.8
"Aargau"	"26.10.1890 Unfall- und Krankenversicherung"	39572	18071	55.7
"Aargau"	"17.11.1889 Schuldbetreibung und Konkurs"	39874	11307	32.4
"Aargau"	"10.07.1887 Erfindungsschutz"	39892	19449	63.0
"Aargau"	"15.05.1887 Alkoholmonopol"	39483	20927	61.4
"Aargau"	"25.10.1885 Alkoholregelung"	...	23260	68.6
"Aargau"	"11.05.1884 Gesandtschaft in Washington"	39307	14000	43.2
"Aargau"	"11.05.1884 Bundesstrafrecht (Stabio Artikel)"	39307	17198	51.9
"Aargau"	"11.05.1884 Patenttaxen der Handelsreisenden"	39307	17227	51.8
"Aargau"	"11.05.1884 Organisation des Justiz- und Polizeidepartements"	39307	15538	46.6
"Aargau"	"26.11.1882 Schulsekretär"	...	14173	39.1
"Aargau"	"30.07.1882 Epidemiengesetz"	...	6619	20.5
"Aargau"	"30.07.1882 Erfindungsschutz"	...	14418	48.1
"Aargau"	"31.10.1880 Banknotenmonopol"	...	8848	25.8
"Aargau"	"18.05.1879 Wiedereinführung der Todesstrafe"	41348	21304	60.1
"Aargau"	"19.01.1879 Subvention der Alpenbahnen"	42044	33988	91.2
"Aargau"	"21.10.1877 Politische Rechte"	...	11737	34.8
"Aargau"	"21.10.1877 Militärpflichtersatz"	...	22414	65.6
"Aargau"	"21.10.1877 Fabrikgesetz"	...	22837	66.9
"Aargau"	"09.07.1876 Militärpflichtersatzsteuer"	...	20648	58.4
"Aargau"	"23.04.1876 Banknotengesetz"	...	16541	45.6
"Aargau"	"23.05.1875 Politisches Stimmrecht"	...	18231	49.1
"Aargau"	"23.05.1875 Zivilstand und Ehe"	...	19168	51.4
"Aargau"	"19.04.1874 Totalrevision"	...	27196	65.1
"Aargau"	"12.05.1872 Totalrevision"	...	24962	62.0
"Aargau"	"14.01.1866 Lotterie und Hasardspiele"	...	21346	57.4
"Aargau"	"14.01.1866 Schutz des geistigen Eigentums"	...	20848	56.2
"Aargau"	"14.01.1866 Ausschliessung Strafarten"	...	12081	32.4
"Aargau"	"14.01.1866 Glaubens- und Kultusfreiheit"	...	22677	60.7
"Aargau"	"14.01.1866 Stimmrecht in kantonalen Angelegenheiten"	...	23958	63.8
"Aargau"	"14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen"	...	18846	50.7
"Aargau"	"14.01.1866 Stimmrecht in Gemeindeangelegenheiten"	...	22719	60.7
"Aargau"	"14.01.1866 Gleichstellung der Juden"	...	23692	63.3
"Aargau"	"14.01.1866 Mass und Gewicht"	...	17144	46.8
"Thurgau"	"21.05.2017 Energiegesetz"	170472	33955	51.4
"Thurgau"	"12.02.2017 Unternehmenssteuerreform III"	170076	28919	40.5
"Thurgau"	"12.02.2017 Fonds für die Nationalstrassen und den Agglomerationsverkehr"	170076	42469	59.2
"Thurgau"	"12.02.2017 Erleichterte Einbürgerung der dritten Ausländergeneration"	170076	36486	50.0
"Thurgau"	"27.11.2016 Atomausstiegsinitiative"	169740	29364	40.2
"Thurgau"	"25.09.2016 Nachrichtendienstgesetz"	169494	40296	64.4
"Thurgau"	"25.09.2016 Initiative «AHVplus: für eine starke AHV»"	169494	21412	33.6
"Thurgau"	"25.09.2016 Initiative «Grüne Wirtschaft»"	169494	19146	30.3
"Thurgau"	"05.06.2016 Asylgesetz"	168872	43828	62.3
"Thurgau"	"05.06.2016 Fortpflanzungsmedizingesetz"	168872	37170	53.3
"Thurgau"	"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»"	168872	23248	33.0
"Thurgau"	"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»"	168872	13716	19.2
"Thurgau"	"05.06.2016 Initiative «Pro Service public»"	168872	25295	35.9
"Thurgau"	"28.02.2016 Sanierung Gotthard-Strassentunnel"	168507	55968	57.0
"Thurgau"	"28.02.2016 Initiative gegen die Spekulation mit Nahrungsmitteln"	168507	36548	38.1
"Thurgau"	"28.02.2016 Durchsetzungsinitiative"	168507	46909	47.2
"Thurgau"	"28.02.2016 Initiative gegen die Heiratsstrafe"	168507	52263	54.0
"Thurgau"	"14.06.2015 Radio- und Fernsehengesetz (Radio- und Fernsehgehabgabe)"	167060	30049	45.5
"Thurgau"	"14.06.2015 Initiative «Millionen-Erbschaften besteuern»"	167060	18014	27.0
"Thurgau"	"14.06.2015 Stipendieninitiative"	167060	13785	21.1
"Thurgau"	"14.06.2015 Fortpflanzungsmedizin und Gentechnologie im Humanbereich"	167060	33154	50.4
"Thurgau"	"08.03.2015 Initiative «Energie- statt Mehrwertsteuer»"	166524	5631	7.9
"Thurgau"	"08.03.2015 Initiative «Steuerfreie Kinderzulagen»"	166524	16242	22.7
"Thurgau"	"30.11.2014 Gold-Initiative"	165943	20499	27.2
"Thurgau"	"30.11.2014 Initiative «Stopp der Überbevölkerung (ECOPOP)»"	165943	23516	30.9
"Thurgau"	"30.11.2014 Initiative zur Abschaffung der Pauschalbesteuerung"	165943	33672	44.3
"Thurgau"	"28.09.2014 Initiative «Für eine öffentliche Krankenkasse»"	165766	18046	26.5
"Thurgau"	"28.09.2014 Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»"	165766	18336	27.3
"Thurgau"	"18.05.2014 Beschaffung des Kampfflugzeugs Gripen"	165327	48470	55.6
"Thurgau"	"18.05.2014 Mindestlohn-Initiative"	165327	15591	17.8
"Thurgau"	"18.05.2014 Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»"	165327	54154	62.6
"Thurgau"	"18.05.2014 Medizinische Grundversorgung"	165327	72112	84.7
"Thurgau"	"09.02.2014 Initiative «Gegen Masseneinwanderung»"	164958	49920	57.8
"Thurgau"	"09.02.2014 Initiative «Abtreibungsfinanzierung ist Privatsache»"	164958	34745	40.9
"Thurgau"	"09.02.2014 Finanzierung und Ausbau der Eisenbahninfrastruktur"	164958	46188	54.2
"Thurgau"	"24.11.2013 Nationalstrassenabgabegesetz (NSAG)"	164554	31334	38.3
"Thurgau"	"24.11.2013 Familieninitiative"	164554	39344	48.3
"Thurgau"	"24.11.2013 Initiative «1:12 - für gerechte Löhne»"	164554	25044	30.7
"Thurgau"	"22.09.2013 Liberalisierung der Öffnungszeiten von Tankstellenshops"	164146	37801	51.8
"Thurgau"	"22.09.2013 Epidemiengesetz"	164146	36417	50.3
"Thurgau"	"22.09.2013 Aufhebung der Wehrpflicht"	164146	14224	19.3
"Thurgau"	"09.06.2013 Asylgesetz"	163607	45806	84.3
"Thurgau"	"09.06.2013 «Volkswahl des Bundesrates»"	163607	14118	26.0
"Thurgau"	"03.03.2013 Raumplanungsgesetz"	163158	46858	68.6
"Thurgau"	"03.03.2013 Initiative «gegen die Abzockerei»"	163158	48469	70.5
"Thurgau"	"03.03.2013 Familienpolitik"	163158	28511	41.7
"Thurgau"	"25.11.2012 Tierseuchengesetz"	162777	20483	60.0
"Thurgau"	"23.09.2012 «Schutz vor Passivrauchen»"	162546	28243	33.0
"Thurgau"	"23.09.2012 «Sicheres Wohnen im Alter»"	162546	44722	53.7
"Thurgau"	"23.09.2012 Jugendmusikförderung"	162546	57111	68.9
"Thurgau"	"17.06.2012 Krankenversicherungsgesetz (Managed Care)"	161789	17008	34.1
"Thurgau"	"17.06.2012 Initiative «Staatsverträge vors Volk!»"	161789	14218	28.6
"Thurgau"	"17.06.2012 «Eigene vier Wände dank Bausparen»"	161789	14330	28.8
"Thurgau"	"11.03.2012 Buchpreisbindung"	161238	20427	35.6
"Thurgau"	"11.03.2012 Regelung der Geldspiele zugunsten gemeinnütziger Zwecke"	161238	48609	85.0
"Thurgau"	"11.03.2012 6 Wochen Ferien für alle"	161238	15805	26.5
"Thurgau"	"11.03.2012 Für ein steuerlich begünstigtes Bausparen"	161238	23382	40.4
"Thurgau"	"11.03.2012 Schluss mit uferlosem Bau von Zweitwohnungen!"	161238	31076	52.6
"Thurgau"	"13.02.2011 Waffeninitiative"	159148	26731	34.5
"Thurgau"	"28.11.2010 Steuergerechtigkeits-Initiative"	158850	27902	35.9
"Thurgau"	"28.11.2010 Gegenentwurf zur Ausschaffungsinitiative"	158850	34383	44.3
"Thurgau"	"28.11.2010 Ausschaffungsinitiative"	158850	48455	61.1
"Thurgau"	"26.09.2010 Revision des Arbeitslosenversicherungsgesetzes"	158560	29062	63.5
"Thurgau"	"07.03.2010 Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes"	157562	22160	32.4
"Thurgau"	"07.03.2010 Tierschutzanwalt-Initiative"	157562	20809	29.9
"Thurgau"	"07.03.2010 Forschung am Menschen"	157562	48887	73.1
"Thurgau"	"29.11.2009 Verbot von Minaretten"	157273	56156	67.7
"Thurgau"	"29.11.2009 Verbot von Kriegsmaterial-Exporten"	157273	17532	21.6
"Thurgau"	"29.11.2009 Spezialfinanzierung für Aufgaben im Luftverkehr"	157273	48604	62.7
"Thurgau"	"27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative"	156798	37574	63.0
"Thurgau"	"27.09.2009 IV-Zusatzfinanzierung"	156798	25665	40.7
"Thurgau"	"17.05.2009 Biometrische Pässe"	155933	30542	49.1
"Thurgau"	"17.05.2009 Verfassungsartikel zur Komplementärmedizin"	155933	39449	63.2
"Thurgau"	"08.02.2009 Personenfreizügigkeit Schweiz-EU"	155434	42233	56.6
"Thurgau"	"30.11.2008 Betäubungsmittelgesetz"	155034	43229	64.5
"Thurgau"	"30.11.2008 Hanfinitiative"	155034	23174	33.9
"Thurgau"	"30.11.2008 Verbandsbeschwerderechts-Initiative"	155034	22231	33.0
"Thurgau"	"30.11.2008 Initiative für ein flexibles AHV-Alter"	155034	23715	34.0
"Thurgau"	"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern"	155034	37525	54.3
"Thurgau"	"01.06.2008 Gesundheitsartikel"	154147	21193	38.4
"Thurgau"	"01.06.2008 Initiative «gegen Behördenprogaganda»"	154147	17887	32.1
"Thurgau"	"01.06.2008 Einbürgerungsinitiative"	154147	27875	48.9
"Thurgau"	"24.02.2008 Unternehmenssteuerreform II"	153765	27303	57.2
"Thurgau"	"24.02.2008 Initiative gegen Kampfjetlärm"	153765	10546	21.8
"Thurgau"	"17.06.2007 5. IV-Revision"	152477	29333	68.5
"Thurgau"	"11.03.2007 Einheitskrankenkasse"	152022	12589	17.9
"Thurgau"	"26.11.2006 Familienzulagen"	151724	36672	58.4
"Thurgau"	"26.11.2006 Ostzusammenarbeit"	151724	27155	43.3
"Thurgau"	"24.09.2006 Asylgesetz"	151323	52166	78.0
"Thurgau"	"24.09.2006 Ausländergesetz"	151323	51978	77.9
"Thurgau"	"24.09.2006 KOSA-Initiative"	151323	22426	33.8
"Thurgau"	"21.05.2006 Bildungsartikel"	150731	37838	82.1
"Thurgau"	"27.11.2005 Sonntagsarbeit"	149726	23885	42.5
"Thurgau"	"27.11.2005 Gentechfrei-Initiative"	149726	31909	57.0
"Thurgau"	"25.09.2005 Ausdehnung der Personenfreizügigkeit"	149396	44271	52.2
"Thurgau"	"05.06.2005 Partnerschaftsgesetz"	148682	38566	47.7
"Thurgau"	"05.06.2005 Abkommen zu Schengen und Dublin"	148682	36009	44.4
"Thurgau"	"28.11.2004 Stammzellenforschungsgesetz"	147952	29138	59.5
"Thurgau"	"28.11.2004 Neue Finanzordnung"	147952	34649	72.6
"Thurgau"	"28.11.2004 Neugestaltung Finanzausgleich"	147952	33659	70.1
"Thurgau"	"26.09.2004 Erwerbsersatz für Dienstleistende und bei Mutterschaft"	147957	29627	40.1
"Thurgau"	"26.09.2004 Postdienst für alle"	147957	28333	39.1
"Thurgau"	"26.09.2004 Bürgerrechtserwerb für die dritte Generation"	147957	24975	33.7
"Thurgau"	"26.09.2004 Erleichterte Einbürgerung von Jugendlichen der zweiten Generation"	147957	21825	29.5
"Thurgau"	"16.05.2004 Steuerpaket"	147270	30219	45.9
"Thurgau"	"16.05.2004 Anhebung der Mehrwertsteuer für AHV/IV"	147270	18473	28.1
"Thurgau"	"16.05.2004 11. AHV-Revision"	147270	25658	39.0
"Thurgau"	"08.02.2004 Initiative zur Verwahrung gefährlicher Straftäter"	146793	32162	59.2
"Thurgau"	"08.02.2004 Mietrecht"	146793	23732	45.0
"Thurgau"	"08.02.2004 Gegenentwurf zur Avanti-Initiative"	146793	18726	34.2
"Thurgau"	"18.05.2003 Lehrstelleninitiative"	145689	15374	22.8
"Thurgau"	"18.05.2003 Moratorium Plus"	145689	23773	35.2
"Thurgau"	"18.05.2003 Strom ohne Atom"	145689	18213	26.7
"Thurgau"	"18.05.2003 Gleiche Rechte für Behinderte"	145689	18476	27.2
"Thurgau"	"18.05.2003 Gesundheitsinitiative"	145689	12072	17.8
"Thurgau"	"18.05.2003 Sonntagsinitiative"	145689	23501	34.3
"Thurgau"	"18.05.2003 Ja zu fairen Mieten"	145689	14782	22.0
"Thurgau"	"18.05.2003 Zivilschutz"	145689	49766	74.3
"Thurgau"	"18.05.2003 Armee XXI"	145689	47086	70.0
"Thurgau"	"09.02.2003 Kantonale Beiträge an Spitalbehandlungen"	145238	40770	76.0
"Thurgau"	"09.02.2003 Änderung Volksrechte"	145238	39169	72.9
"Thurgau"	"24.11.2002 Arbeitslosenversicherungsgesetz"	144986	40150	59.8
"Thurgau"	"24.11.2002 Gegen Asylrechtsmissbrauch"	144986	41768	60.9
"Thurgau"	"22.09.2002 Elektrizitätsmarktgesetz"	144779	28849	46.7
"Thurgau"	"22.09.2002 Gold für AHV, Kantone und Stiftung"	144779	26208	43.4
"Thurgau"	"22.09.2002 Goldinitiative"	144779	33076	53.3
"Thurgau"	"02.06.2002 Für Mutter und Kind"	144139	13707	24.4
"Thurgau"	"02.06.2002 Fristenregelung"	144139	33699	59.8
"Thurgau"	"03.03.2002 Kürzere Arbeitszeit"	143884	14341	17.5
"Thurgau"	"03.03.2002 UNO-Beitritt"	143884	35572	43.2
"Thurgau"	"02.12.2001 Kapitalgewinnsteuer"	143649	15625	30.7
"Thurgau"	"02.12.2001 Ziviler Friedensdienst"	143649	8420	16.6
"Thurgau"	"02.12.2001 Schweiz ohne Armee"	143649	8169	16.0
"Thurgau"	"02.12.2001 Energie statt Arbeit besteuern"	143649	10874	21.4
"Thurgau"	"02.12.2001 Schuldenbremse"	143649	45006	88.7
"Thurgau"	"10.06.2001 Aufhebung Bistumsartikel"	143055	37246	65.5
"Thurgau"	"10.06.2001 Militärgesetz: Ausbildungszusammenarbeit"	143055	27544	46.4
"Thurgau"	"10.06.2001 Militärgesetz: Bewaffnung"	143055	27489	46.2
"Thurgau"	"04.03.2001 Strassen für alle"	142678	12633	17.0
"Thurgau"	"04.03.2001 Arzneimittel-Initiative"	142678	25062	33.8
"Thurgau"	"04.03.2001 Ja zu Europa!"	142678	10192	13.7
"Thurgau"	"26.11.2000 Bundespersonalgesetz"	142468	40022	72.9
"Thurgau"	"26.11.2000 Spitalkosteninitiative"	142468	11806	21.0
"Thurgau"	"26.11.2000 Umverteilungsinitiative"	142468	15825	28.1
"Thurgau"	"26.11.2000 Rentenalter ab 62 für Frau und Mann"	142468	21929	38.9
"Thurgau"	"26.11.2000 Flexibilisierung der AHV"	142468	17819	31.8
"Thurgau"	"24.09.2000 Konstruktives Referendum"	142428	17940	31.1
"Thurgau"	"24.09.2000 Regelung der Zuwanderung"	142428	26443	44.1
"Thurgau"	"24.09.2000 Umweltabgabe"	142428	24470	41.9
"Thurgau"	"24.09.2000 Förderabgabe"	142428	22997	40.5
"Thurgau"	"24.09.2000 Solarinitiative"	142428	16151	27.9
"Thurgau"	"21.05.2000 Bilaterale Abkommen mit der EU"	141611	36569	57.2
"Thurgau"	"12.03.2000 Verkehrshalbierungs-Initiative"	141460	10532	18.3
"Thurgau"	"12.03.2000 Menschenwürdige Fortpflanzung"	141460	18349	32.4
"Thurgau"	"12.03.2000 Quoten-Initiative"	141460	7767	13.6
"Thurgau"	"12.03.2000 Beschleunigungs-Initiative"	141460	18093	32.1
"Thurgau"	"12.03.2000 Justizreform"	141460	45740	83.3
"Thurgau"	"13.06.1999 Mutterschaftsversicherung"	140585	14961	23.1
"Thurgau"	"13.06.1999 Invalidenversicherung"	140585	16566	26.2
"Thurgau"	"13.06.1999 Verschreibung von Heroin"	140585	31802	49.8
"Thurgau"	"13.06.1999 Massnahmen Asyl- und Ausländerbereich"	140585	49376	78.3
"Thurgau"	"13.06.1999 Asylgesetz"	140585	49017	77.7
"Thurgau"	"18.04.1999 Neue Bundesverfassung"	140451	24522	40.1
"Thurgau"	"07.02.1999 Raumplanungsgesetz"	140411	31130	50.7
"Thurgau"	"07.02.1999 Wohneigentums-Initiative"	140411	31199	49.9
"Thurgau"	"07.02.1999 Transplantationsmedizin"	140411	52492	86.1
"Thurgau"	"07.02.1999 Wählbarkeit in den Bundesrat"	140411	44965	73.0
"Thurgau"	"29.11.1998 Arbeitsgesetz"	140218	31262	58.8
"Thurgau"	"29.11.1998 Vernünftige Drogenpolitik"	140218	13269	24.3
"Thurgau"	"29.11.1998 Getreideartikel"	140218	35405	67.3
"Thurgau"	"29.11.1998 Finanzierung öffentlicher Verkehr (FinöV)"	140218	26720	48.9
"Thurgau"	"27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter"	140076	24004	32.2
"Thurgau"	"27.09.1998 Kleinbauern-Initiative"	140076	13300	17.8
"Thurgau"	"27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA)"	140076	36190	48.1
"Thurgau"	"07.06.1998 S.o.S.-Initiative"	139734	11626	21.0
"Thurgau"	"07.06.1998 Gen-Schutz-Initiative"	139734	20862	36.8
"Thurgau"	"07.06.1998 Haushaltsziel 2001"	139734	42124	76.4
"Thurgau"	"28.09.1997 Jugend ohne Drogen"	139250	18310	33.6
"Thurgau"	"28.09.1997 Finanzierung der Arbeitslosenversicherung"	139250	30833	57.1
"Thurgau"	"08.06.1997 Aufhebung Pulverregal"	138861	40736	82.5
"Thurgau"	"08.06.1997 Kriegsmaterial-Initiative"	138861	7457	14.5
"Thurgau"	"08.06.1997 EU-Beitrittsverhandlungen vors Volk"	138861	15443	30.0
"Thurgau"	"01.12.1996 Arbeitsgesetz"	138595	22509	38.1
"Thurgau"	"01.12.1996 Gegen die illegale Einwanderung"	138595	34739	58.7
"Thurgau"	"09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz"	138131	10619	27.8
"Thurgau"	"09.06.1996 Landwirtschaftsartikel"	138131	26732	69.7
"Thurgau"	"10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze"	137932	21165	48.1
"Thurgau"	"10.03.1996 Übernahme von Branntwein und Brennapparaten"	137932	32644	76.3
"Thurgau"	"10.03.1996 Persönliche militärische Ausrüstung"	137932	15083	34.1
"Thurgau"	"10.03.1996 Übertritt Vellerat zum Kanton Jura"	137932	39706	91.7
"Thurgau"	"10.03.1996 Sprachenartikel"	137932	30775	70.1
"Thurgau"	"25.06.1995 Erwerb von Grundstücken durch Ausländer"	137182	19593	34.4
"Thurgau"	"25.06.1995 Ausbau von AHV und IV"	137182	12107	21.3
"Thurgau"	"25.06.1995 10. AHV-Revision"	137182	34895	60.7
"Thurgau"	"12.03.1995 Ausgabenbremse"	136638	51465	84.8
"Thurgau"	"12.03.1995 Landwirtschaftsgesetz"	136638	24384	39.6
"Thurgau"	"12.03.1995 Milchwirtschaftsbeschluss"	136638	26650	43.2
"Thurgau"	"12.03.1995 Landwirtschaftsartikel"	136638	33786	54.7
"Thurgau"	"04.12.1994 Zwangsmassnahmen im Ausländerrecht"	136477	48245	80.8
"Thurgau"	"04.12.1994 Für eine gesunde Krankenversicherung"	136477	9079	15.2
"Thurgau"	"04.12.1994 Krankenversicherungsgesetz"	136477	20325	34.0
"Thurgau"	"25.09.1994 Antirassismusgesetz"	136380	29148	44.6
"Thurgau"	"25.09.1994 Aufhebung Brotgetreideverbilligung"	136380	38482	60.3
"Thurgau"	"12.06.1994 UNO-Blauhelme"	136134	21120	32.1
"Thurgau"	"12.06.1994 Erleichterte Einbürgerung für junge Ausländer"	136134	26102	39.6
"Thurgau"	"12.06.1994 Kulturförderungsartikel"	136134	24047	36.9
"Thurgau"	"20.02.1994 Luftfahrtgesetz"	135851	32938	54.0
"Thurgau"	"20.02.1994 Alpen-Initiative"	135851	33120	52.8
"Thurgau"	"20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe"	135851	40663	65.5
"Thurgau"	"20.02.1994 Weiterführung Schwerverkehrsabgabe"	135851	44987	71.8
"Thurgau"	"20.02.1994 Weiterführung Autobahnvignette"	135851	43599	69.3
"Thurgau"	"28.11.1993 Verminderung Tabakprobleme"	135527	15717	25.0
"Thurgau"	"28.11.1993 Verminderung Alkoholprobleme"	135527	15378	24.5
"Thurgau"	"28.11.1993 Besondere Verbrauchssteuern"	135527	36518	59.1
"Thurgau"	"28.11.1993 Mehrwertsteuer-% für AHV"	135527	36718	59.2
"Thurgau"	"28.11.1993 Mehrwertsteuer Satz 6,5%"	135527	35276	56.7
"Thurgau"	"28.11.1993 Einführung Mehrwertsteuer"	135527	40427	64.8
"Thurgau"	"26.09.1993 Massnahmen in der Arbeitslosenversicherung"	135242	34879	71.6
"Thurgau"	"26.09.1993 Befristete Massnahmen in der Krankenversicherung"	135242	39813	81.1
"Thurgau"	"26.09.1993 1. August-Initiative"	135242	42823	86.0
"Thurgau"	"26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft"	135242	31638	74.6
"Thurgau"	"26.09.1993 Waffenmissbrauch"	135242	42099	84.5
"Thurgau"	"06.06.1993 Schweiz ohne neue Kampfflugzeuge"	134847	27662	36.7
"Thurgau"	"06.06.1993 40 Waffenplätze sind genug"	134847	25947	34.3
"Thurgau"	"07.03.1993 Abschaffung der Tierversuche"	134444	20396	28.6
"Thurgau"	"07.03.1993 Aufhebung Spielbankenverbot"	134444	52707	73.4
"Thurgau"	"07.03.1993 Erhöhung Treibstoffzoll"	134444	42089	58.4
"Thurgau"	"06.12.1992 EWR-Beitritt"	134311	38329	36.0
"Thurgau"	"27.09.1992 Bäuerliches Bodenrecht"	133770	34462	56.0
"Thurgau"	"27.09.1992 Stempelabgaben"	133770	35927	58.5
"Thurgau"	"27.09.1992 Infrastrukturgesetz"	133770	15653	26.3
"Thurgau"	"27.09.1992 Entschädigungsgesetz"	133770	13892	22.8
"Thurgau"	"27.09.1992 Geschätsverkehrsgesetz"	133770	30328	51.8
"Thurgau"	"27.09.1992 Alpentransit-Beschluss (NEAT)"	133770	35642	56.4
"Thurgau"	"17.05.1992 Reform Sexualstrafrecht"	133116	35014	68.8
"Thurgau"	"17.05.1992 Zivildienst für Dienstverweigerer"	133116	42607	82.3
"Thurgau"	"17.05.1992 Fortpflanzungs- und Gentechnologie"	133116	37943	74.2
"Thurgau"	"17.05.1992 Gewässerschutz-Initiative"	133116	17951	34.8
"Thurgau"	"17.05.1992 Gewässerschutzgesetz"	133116	33845	65.6
"Thurgau"	"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods"	133116	24736	50.9
"Thurgau"	"17.05.1992 Beitritt zu den Institutionen von Bretton Woods"	133116	24498	50.3
"Thurgau"	"16.02.1992 Weg vom Tierversuch"	133003	25642	45.0
"Thurgau"	"16.02.1992 Krankenkasseninitiative"	133003	19871	35.2
"Thurgau"	"02.06.1991 Militärstrafgesetz"	131945	29553	63.5
"Thurgau"	"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)"	131945	20474	44.4
"Thurgau"	"03.03.1991 Förderung öffentlicher Verkehr"	127175	18570	34.6
"Thurgau"	"03.03.1991 Stimmrecht für 18-jährige"	127175	37123	68.2
"Thurgau"	"23.09.1990 Strassenverkehrsgesetz"	126771	29965	55.7
"Thurgau"	"23.09.1990 Energieartikel"	126771	35161	65.4
"Thurgau"	"23.09.1990 Moratorium Atomkraftwerkbau"	126771	25178	46.2
"Thurgau"	"23.09.1990 Ausstieg Atomenergie"	126771	20426	37.6
"Thurgau"	"01.04.1990 Organisation der Bundesrechtspflege"	125346	26451	51.3
"Thurgau"	"01.04.1990 Rebbaubeschluss"	125346	27757	52.1
"Thurgau"	"01.04.1990 Freie Aarelandschaft Biel-Solothurn"	125346	18578	33.5
"Thurgau"	"01.04.1990 Autobahnfreies Kononauer Amt"	125346	16561	29.8
"Thurgau"	"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon"	125346	18047	32.5
"Thurgau"	"01.04.1990 Begrenzung des Strassenbaus"	125346	15364	27.4
"Thurgau"	"26.11.1989 Pro Tempo 130/100"	125144	32004	35.3
"Thurgau"	"26.11.1989 Schweiz ohne Armee"	125144	28126	31.2
"Thurgau"	"04.06.1989 Kleinbauern-Initiative"	123901	19923	38.4
"Thurgau"	"04.12.1988 Begrenzung der Einwanderung"	123201	24035	35.4
"Thurgau"	"04.12.1988 Herabsetzung Arbeitszeit"	123201	16605	24.3
"Thurgau"	"04.12.1988 Gegen die Bodenspekulation"	123201	17403	25.6
"Thurgau"	"12.06.1988 Herabsetzung AHV-Rentenalter"	121740	14422	26.4
"Thurgau"	"12.06.1988 Koordinierte Verkehrspolitik"	121740	24003	44.5
"Thurgau"	"06.12.1987 Rothenthurm-Initiative"	120844	29108	49.4
