"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Schweiz"	"30.11.1980 Gurten- und Schutzhelmobligatorium"	3935792	841901	51.6
"Schweiz"	"02.03.1980 Neuordnung Landesversorgung"	3907773	1117007	86.1
"Schweiz"	"02.03.1980 Trennung Kirche und Staat"	3907773	281475	21.1
"Schweiz"	"20.05.1979 Atomgesetz"	3876719	982634	68.9
"Schweiz"	"20.05.1979 Umsatz- und direkte Bundessteuer"	3876719	496882	34.6
"Schweiz"	"18.02.1979 Volksrechte und Atomsicherheit"	3867603	920480	48.8
"Schweiz"	"18.02.1979 Gegen Suchtmittelreklame"	3867603	773485	41.0
"Schweiz"	"18.02.1979 Fuss- und Wanderwege"	3867603	1467357	77.6
"Schweiz"	"18.02.1979 Stimmrecht für 18-Jährige"	3867603	934073	49.2
"Schweiz"	"03.12.1978 Berufsbildungsgesetz"	3857162	902379	56.0
"Schweiz"	"03.12.1978 Sicherheitspolizei"	3857162	723719	44.0
"Schweiz"	"03.12.1978 Tierschutzgesetz"	3857162	1339252	81.7
"Schweiz"	"03.12.1978 Milchwirtschaftsbeschluss"	3857162	1092586	68.5
"Schweiz"	"24.09.1978 Gründung des Kantons Jura"	3848961	1309841	82.3
"Schweiz"	"28.05.1978 12 autofreie Sonntage"	3835650	678162	36.3
"Schweiz"	"28.05.1978 Hochschulförderung"	3835650	792458	43.3
"Schweiz"	"28.05.1978 Schwangerschaftsabbruch"	3835650	559103	31.2
"Schweiz"	"28.05.1978 Zolltarifgesetz"	3835650	971908	54.8
"Schweiz"	"28.05.1978 Zeitgesetz"	3835650	886376	47.9
"Schweiz"	"26.02.1978 Konjunkturartikel"	3821750	1172130	68.4
"Schweiz"	"26.02.1978 Herabsetzung AHV-Alter"	3821750	377017	20.6
"Schweiz"	"26.02.1978 9. AHV-Revision"	3821750	1192144	65.6
"Schweiz"	"26.02.1978 Mitbestimmung im Nationalstrassenbau"	3821750	696501	38.7
"Schweiz"	"04.12.1977 Ausgleich des Bundeshaushaltes"	3816824	869266	62.4
"Schweiz"	"04.12.1977 Ziviler Ersatzdienst"	3816824	533733	37.6
"Schweiz"	"04.12.1977 Politische Rechte"	3816824	809862	59.4
"Schweiz"	"04.12.1977 Reichtumssteuer-Initiative"	3816824	637994	44.4
"Schweiz"	"25.09.1977 Fristenlösungs-Initiative"	3811426	929325	48.3
"Schweiz"	"25.09.1977 Unterschriftenzahl für Initiativen"	3811426	1068157	56.7
"Schweiz"	"25.09.1977 Unterschriftenzahl für Referenden"	3811426	1095631	57.8
"Schweiz"	"25.09.1977 Albatrosinitiative"	3811426	740842	39.0
"Schweiz"	"25.09.1977 Gegenentwurf zur Mieterschutzinitiative"	3811426	777604	45.1
"Schweiz"	"25.09.1977 Mieterschutzinitiative"	3811426	796825	43.3
"Schweiz"	"12.06.1977 Steuerharmonisierung"	3795796	1133652	61.3
"Schweiz"	"12.06.1977 Umsatz- und direkte Bundessteuer"	3795796	760830	40.5
"Schweiz"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)"	3785693	978999	66.1
"Schweiz"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)"	3785693	351127	23.3
"Schweiz"	"13.03.1977 Beschränkung der Einbürgerungen"	3785693	568867	33.8
"Schweiz"	"13.03.1977 IV. Ueberfremdungsinitiative"	3785693	495904	29.5
"Schweiz"	"05.12.1976 40-Stunden-Woche"	3772466	370228	22.0
"Schweiz"	"05.12.1976 Preisüberwachung"	3772466	1365788	82.0
"Schweiz"	"05.12.1976 Geld- und Kreditpolitik"	3772466	1108413	70.3
"Schweiz"	"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder"	3766161	301587	24.3
"Schweiz"	"26.09.1976 Radio- und Fernsehartikel"	3766161	531328	43.3
"Schweiz"	"13.06.1976 Neukonzeption Arbeitslosenversicherung"	3756474	866211	68.3
"Schweiz"	"13.06.1976 IDA-Darlehen"	3756474	550865	43.6
"Schweiz"	"13.06.1976 Raumplanungsgesetz"	3756474	626134	48.9
"Schweiz"	"21.03.1976 Steuerinitiative"	3750162	599053	42.2
"Schweiz"	"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative"	3750162	431690	30.7
"Schweiz"	"21.03.1976 Mitbestimmung der Arbeitnehmer"	3750162	472094	32.8
"Schweiz"	"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte"	3737823	587148	52.0
"Schweiz"	"07.12.1975 Wasserwirtschaft"	3737823	858720	77.5
"Schweiz"	"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung"	3737823	842165	75.6
"Schweiz"	"08.06.1975 Erschwerung Ausgabenbeschlüsse"	3719992	1021315	75.9
"Schweiz"	"08.06.1975 Erhöhung Steuereinnahmen"	3719992	753642	56.0
"Schweiz"	"08.06.1975 Generalzolltarif"	3719992	646687	48.2
"Schweiz"	"08.06.1975 Finanzierung der Nationalstrassen"	3719992	721313	53.5
"Schweiz"	"08.06.1975 Schutz der Währung"	3719992	1153338	85.5
"Schweiz"	"02.03.1975 Konjunkturartikel"	3717238	542745	52.8
"Schweiz"	"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)"	3706105	457923	34.1
"Schweiz"	"08.12.1974 Soziale Krankenversicherung (Initiative)"	3706105	384155	27.6
"Schweiz"	"08.12.1974 Erschwerung Ausgabenbeschlüsse"	3706105	934633	67.0
"Schweiz"	"08.12.1974 Verbesserung Bundeshaushalt"	3706105	625780	44.4
"Schweiz"	"20.10.1974 Gegen die Überfremdung"	3702498	878891	34.2
"Schweiz"	"02.12.1973 Tierschutzartikel"	3665107	1041504	84.0
"Schweiz"	"02.12.1973 Steuerwirksame Abschreibungen"	3665107	834792	68.0
"Schweiz"	"02.12.1973 Stabilisierung des Baumarktes"	3665107	881662	70.4
"Schweiz"	"02.12.1973 Massnahmen im Kreditwesen"	3665107	810307	65.1
"Schweiz"	"02.12.1973 Preisüberwachung"	3665107	751173	59.8
"Schweiz"	"20.05.1973 Jesuiten- und Klosterartikel"	3642756	791076	54.9
"Schweiz"	"04.03.1973 Forschungsartikel"	3633517	617628	64.5
"Schweiz"	"04.03.1973 Bildungsartikel"	3633517	507414	52.8
"Schweiz"	"03.12.1972 Abkommen mit der EWG"	3628891	1344994	72.5
"Schweiz"	"03.12.1972 Einführung Volkspension (Gegenentwurf)"	3628891	1393797	76.9
"Schweiz"	"03.12.1972 Einführung Volkspension (Initiative)"	3628891	294511	16.6
"Schweiz"	"24.09.1972 Waffenausfuhrverbot"	3620937	585046	49.7
"Schweiz"	"04.06.1972 Schutz der Währung"	3604099	808974	87.7
"Schweiz"	"04.06.1972 Stabilisierung des Baumarktes"	3604099	774794	83.3
"Schweiz"	"05.03.1972 Mieterschutz"	3600759	1057322	85.4
"Schweiz"	"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative"	3600759	727629	62.7
"Schweiz"	"05.03.1972 Förderung des Wohnungsbaues"	3600759	360262	30.1
"Schweiz"	"06.06.1971 Weiterführung der Finanzordnung"	3565435	930878	72.7
"Schweiz"	"06.06.1971 Umweltschutz"	3565435	1222931	92.7
"Schweiz"	"07.02.1971 Frauenstimmrecht"	1654708	621109	65.7
"Schweiz"	"15.11.1970 Änderung Finanzordnung"	1665753	366117	55.4
"Schweiz"	"27.09.1970 Wohnungs- und Familienschutz"	1648062	344640	48.9
"Schweiz"	"27.09.1970 Förderung von Turnen und Sport"	1648062	524361	74.6
"Schweiz"	"07.06.1970 Gegen die Überfremdung"	1641777	557517	46.0
"Schweiz"	"01.02.1970 Inländische Zuckerwirtschaft"	1634975	380023	54.2
"Schweiz"	"14.09.1969 Bodenrecht"	1626593	286282	55.9
"Schweiz"	"01.06.1969 Eidg. technische Hochschulen"	1623226	179765	34.5
"Schweiz"	"19.05.1968 Tabakbesteuerung"	1606731	277229	48.2
"Schweiz"	"18.02.1968 Steueramnestie"	1603763	400900	61.9
"Schweiz"	"02.07.1967 Gegen die Bodenspekulation"	1591621	192991	32.7
"Schweiz"	"16.10.1966 Bekämpfung des Alkoholismus"	1580573	174242	23.4
"Schweiz"	"16.10.1966 Auslandschweizerartikel"	1580573	491220	68.1
"Schweiz"	"16.05.1965 Milchbeschluss"	1556375	347059	62.0
"Schweiz"	"28.02.1965 Massnahmen Bauwirtschaft"	1558090	507739	55.5
"Schweiz"	"28.02.1965 Massnahmen Kreditwesen"	1558090	526599	57.7
"Schweiz"	"06.12.1964 Preiskontrollmassnahmen"	1547405	461630	79.5
"Schweiz"	"24.05.1964 Berufsbildungsgesetz"	1539434	375052	68.6
"Schweiz"	"02.02.1964 Steueramnestie"	1535746	276236	42.0
"Schweiz"	"08.12.1963 Stipendien und Ausbildungsbeihilfen"	1532921	479987	78.5
"Schweiz"	"08.12.1963 Weiterführung Finanzordnung"	1532921	474786	77.6
"Schweiz"	"26.05.1963 Volksrecht und Atomwaffen"	1523595	274061	37.8
"Schweiz"	"04.11.1962 Wahl des Nationalrates"	1515920	331059	63.7
"Schweiz"	"27.05.1962 Taggelder des Nationalrates"	1509718	176737	31.7
"Schweiz"	"27.05.1962 Natur- und Heimatschutz"	1509718	442559	79.1
"Schweiz"	"01.04.1962 Verbot der Atomwaffen"	1510038	286895	34.8
"Schweiz"	"03.12.1961 Uhrenstatut"	1505074	443483	66.7
"Schweiz"	"22.10.1961 Einführung Gesetzesinitiative"	1502509	170842	29.4
"Schweiz"	"05.03.1961 Treibstoffzoll für Nationalstrassenbau"	1496380	434245	46.6
"Schweiz"	"05.03.1961 Leitungsanlagen für Treibstoffe"	1496380	644797	71.4
"Schweiz"	"04.12.1960 Massnahmen Milchwirtschaft"	1493734	400104	56.3
"Schweiz"	"29.05.1960 Preiskontrollmassnahmen"	1488779	432219	77.5
"Schweiz"	"24.05.1959 Zivilschutzartikel"	1479566	380631	62.3
"Schweiz"	"01.02.1959 Frauenstimmrecht"	1480555	323727	33.1
"Schweiz"	"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl"	1477043	501170	75.2
"Schweiz"	"07.12.1958 Kursaalspiele"	1477043	392620	59.9
"Schweiz"	"26.10.1958 44-Stunden-Woche"	1476963	315790	35.0
"Schweiz"	"06.07.1958 Strassennetzverbesserung"	1472828	515396	85.0
"Schweiz"	"06.07.1958 Filmwesen"	1472828	362806	61.3
"Schweiz"	"11.05.1958 Neuordnung Finanzhaushalt"	1471221	419265	54.6
"Schweiz"	"26.01.1958 Missbrauch wirtschaftlicher Macht"	1469853	192297	25.9
"Schweiz"	"24.11.1957 Brotgetreideversorgung"	1469328	401768	62.7
"Schweiz"	"24.11.1957 Atomenergie und Strahlenschutz"	1469328	491745	77.3
"Schweiz"	"03.03.1957 Rundspruch und Fernsehen"	1464540	319766	42.8
"Schweiz"	"03.03.1957 Zivilschutzartikel"	1464540	361028	48.1
"Schweiz"	"30.09.1956 Ausgabenbeschlüsse"	1459824	276660	45.5
"Schweiz"	"30.09.1956 Revision der Brotgetreideordnung"	1459824	239890	38.7
"Schweiz"	"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden"	1454269	316276	42.5
"Schweiz"	"13.05.1956 Wasserrechtskonzessionen"	1454269	266222	36.9
"Schweiz"	"04.03.1956 Beschränkte Preiskontrolle"	1454506	542425	77.5
"Schweiz"	"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)"	1447187	317934	41.5
"Schweiz"	"13.03.1955 Mieter- und Konsumentenschutzinitiative"	1447187	392588	50.7
"Schweiz"	"05.12.1954 Schutz der Stromlandschaft Rheinau"	1442668	229114	31.2
"Schweiz"	"24.10.1954 Finanzordnung 1955 bis 1958"	1441310	457527	70.0
"Schweiz"	"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer"	1437972	243311	44.0
"Schweiz"	"20.06.1954 Fähigkeitsausweise"	1437972	187729	33.1
"Schweiz"	"06.12.1953 Schutz der Gewässer"	1433363	671565	81.3
"Schweiz"	"06.12.1953 Neuordnung Finanzhaushalt"	1433363	354149	42.0
"Schweiz"	"19.04.1953 Postverkehrsgesetz"	1426714	267659	36.5
"Schweiz"	"23.11.1952 Brotgetreideversorgung"	1423658	583546	75.6
"Schweiz"	"23.11.1952 Preiskontrolle"	1423658	489461	62.8
"Schweiz"	"05.10.1952 Luftschutzräume"	1422239	110681	15.5
"Schweiz"	"05.10.1952 Tabaksteuer und AHV"	1422239	492885	68.0
"Schweiz"	"06.07.1952 Deckung der Rüstungsausgaben"	1419573	256195	42.0
"Schweiz"	"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften"	1418727	328341	43.7
"Schweiz"	"20.04.1952 Warenumsatzsteuer-Initiative"	1417918	129243	19.0
"Schweiz"	"30.03.1952 Landwirtschaftsgesetz"	1418381	483583	54.0
"Schweiz"	"02.03.1952 Bewilligungspflicht für Gasthöfe"	1415536	248318	46.1
"Schweiz"	"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee"	1409091	165713	32.6
"Schweiz"	"15.04.1951 Gegenentwurf zur Freigeldinitiative"	1408275	490326	70.0
"Schweiz"	"15.04.1951 Freigeldinitiative"	1408275	88486	12.4
"Schweiz"	"25.02.1951 Autotransportordnung"	1408346	318232	44.3
"Schweiz"	"03.12.1950 Finanzordnung 1951 bis 1954"	1403731	516704	69.5
"Schweiz"	"03.12.1950 Wahl des Nationalrates"	1403731	450395	67.3
"Schweiz"	"01.10.1950 Verhinderung der Spekulation"	1400891	158794	27.0
"Schweiz"	"04.06.1950 Neuordnung Finanzhaushalt"	1393317	267770	35.5
"Schweiz"	"29.01.1950 Förderung Wohnbautätigkeit"	1394970	333878	46.3
"Schweiz"	"11.12.1949 Dienstverhältnis Bundesbeamte"	1394818	546160	55.3
"Schweiz"	"11.09.1949 Rückkehr zur direkten Demokratie"	1389856	280755	50.7
"Schweiz"	"22.05.1949 Bekämpfung der Tuberkulose"	1385582	202863	24.8
"Schweiz"	"22.05.1949 Nationalbankartikel"	1385582	293650	38.5
"Schweiz"	"14.03.1948 Ordnung der Zuckerwirtschaft"	1376490	272701	36.2
"Schweiz"	"06.07.1947 Gesetz über die AHV"	1371760	862036	80.0
"Schweiz"	"06.07.1947 Revision Wirtschaftsartikel"	1371760	556803	53.0
"Schweiz"	"18.05.1947 Wirtschaftsreform und Rechte der Arbeit"	1364771	244415	31.2
"Schweiz"	"08.12.1946 Recht auf Arbeit"	1359392	124792	19.2
"Schweiz"	"10.02.1946 Gütertransportordnung"	1347483	289935	33.7
"Schweiz"	"25.11.1945 Für die Familie"	1341980	548601	76.3
"Schweiz"	"21.01.1945 Gesetz über die Bundesbahnen"	1327961	388831	56.7
"Schweiz"	"29.10.1944 Unlauterer Wettbewerb"	1324498	343648	52.9
"Schweiz"	"03.05.1942 Reorganisation des Nationalrates"	1283487	219629	34.9
"Schweiz"	"25.01.1942 Volkswahl Bundesrat"	1278688	251605	32.4
"Schweiz"	"09.03.1941 Neuordnung Alkoholwesen"	1261361	304867	40.2
"Schweiz"	"01.12.1940 Vorunterricht in der Armee"	1254578	345430	44.3
"Schweiz"	"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal"	1241404	290238	37.6
"Schweiz"	"04.06.1939 Armee und Arbeitslosigkeit"	1226873	445622	69.1
"Schweiz"	"22.01.1939 Einschränkung Dringlichkeitsklausel"	1223536	346024	69.1
"Schweiz"	"22.01.1939 Verfassungsgerichtsbarkeit"	1223536	141323	28.9
"Schweiz"	"27.11.1938 Übergangsordnung Finanzhaushalt"	1223336	509387	72.3
"Schweiz"	"03.07.1938 Strafgesetzbuch"	1219755	358438	53.5
"Schweiz"	"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)"	1216756	394052	72.6
"Schweiz"	"20.02.1938 Private Rüstungsindustrie (Initiative)"	1216756	65938	13.6
"Schweiz"	"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte"	1216756	87638	15.2
"Schweiz"	"20.02.1938 Rätoromanisch als Nationalsprache"	1216756	574991	91.6
"Schweiz"	"28.11.1937 Verbot der Freimaurerei"	1187637	234980	31.3
"Schweiz"	"08.09.1935 Initiative für die Totalrevision der Bundesverfassung"	1193941	196135	27.7
"Schweiz"	"02.06.1935 Bekämpfung der Wirtschaftskrise"	1194129	425242	42.8
"Schweiz"	"05.05.1935 Verkehrsteilungsgesetz"	1190054	232954	32.3
"Schweiz"	"24.02.1935 Neuordnung der militärischen Ausbildung"	1189573	507434	54.2
"Schweiz"	"11.03.1934 Schutz der öffentlichen Ordnung"	1167508	419399	46.2
"Schweiz"	"28.05.1933 Herabsetzung Löhne Bundespersonal"	1154963	411536	44.9
"Schweiz"	"06.12.1931 Besteuerung des Tabaks"	1124881	423523	49.9
"Schweiz"	"06.12.1931 Gesetz über die AHV"	1124881	338032	39.7
"Schweiz"	"15.03.1931 Amtsdauer von Bundesbehörden"	1104113	297938	53.7
"Schweiz"	"15.03.1931 Wahl des Nationalrats"	1104113	296053	53.9
"Schweiz"	"08.02.1931 Ordensverbot"	1100670	293845	70.2
"Schweiz"	"06.04.1930 Alkoholwesen"	1093191	494248	60.6
"Schweiz"	"12.05.1929 Branntweinverbot"	1075950	226794	32.7
"Schweiz"	"12.05.1929 Gesetzgebung Strassenverkehr"	1075950	248350	37.2
"Schweiz"	"03.03.1929 Zolltarifgesetz"	1071934	454535	66.4
"Schweiz"	"03.03.1929 Getreideversorgung (Gegenentwurf)"	1071934	461176	66.9
"Schweiz"	"03.03.1929 Getreideversorgung (Initiative)"	1071934	18487	2.7
"Schweiz"	"02.12.1928 Erhaltung der Kursäle"	1067754	296395	51.9
"Schweiz"	"20.05.1928 Massnahmen gegen die Überfremdung"	1050683	316250	70.7
"Schweiz"	"15.05.1927 Automobil- und Fahrradverkehr"	1038136	230287	40.1
"Schweiz"	"15.05.1927 Entschädigung an Kantone für Alpenstrassen"	1038136	334206	62.6
"Schweiz"	"05.12.1926 Getreideversorgung"	1034547	366507	49.6
"Schweiz"	"06.12.1925 Bundesbeschluss betreffend die AHV"	1019522	410988	65.4
"Schweiz"	"25.10.1925 Aufenthalt und Niederlassung Ausländer"	1017692	382381	62.2
"Schweiz"	"24.05.1925 Initiative für die AHV/IV"	1008865	282527	42.0
"Schweiz"	"17.02.1924 Fabrikgesetz"	995663	320668	42.4
"Schweiz"	"03.06.1923 Alkoholwesen"	985774	262688	42.2
"Schweiz"	"15.04.1923 Zollinitiative"	990202	171020	26.8
"Schweiz"	"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen"	989661	93892	18.5
"Schweiz"	"18.02.1923 Schutzhaft-Initiative"	989661	55145	11.0
"Schweiz"	"03.12.1922 Einmalige Vermögensabgabe"	992523	109702	13.0
"Schweiz"	"24.09.1922 Innere Sicherheit und bedingter Strafvollzug"	982567	303794	44.6
"Schweiz"	"11.06.1922 Wählbarkeit der Bundesbeamten"	976105	160181	38.4
"Schweiz"	"11.06.1922 Ausweisung von Ausländern"	976105	159200	38.1
"Schweiz"	"11.06.1922 Einbürgerungswesen"	976105	65828	15.9
"Schweiz"	"22.05.1921 Artikel über die Luftschiffahrt"	969522	210447	62.2
"Schweiz"	"22.05.1921 Artikel über den Automobil- und Fahrradverkehr"	969522	206297	59.8
"Schweiz"	"30.01.1921 Aufhebung der Militärjustiz"	967289	198696	33.6
"Schweiz"	"30.01.1921 Staatsvertragsreferendum"	967289	398538	71.4
"Schweiz"	"31.10.1920 Arbeitszeit bei den Eisenbahnen"	964587	369466	57.1
"Schweiz"	"16.05.1920 Beitritt zum Völkerbund"	968327	416870	56.3
"Schweiz"	"21.03.1920 Gegenentwurf zur Spielbanken-Initiative"	957389	122240	26.1
"Schweiz"	"21.03.1920 Verbot der Spielbanken"	957389	276021	55.3
"Schweiz"	"21.03.1920 Ordnung des Arbeitsverhältnisses"	957389	254455	49.8
"Schweiz"	"10.08.1919 Wahlen in den National- und Bundesrat"	931523	200008	71.6
"Schweiz"	"04.05.1919 Ausserordentliche Kriegssteuer"	937257	307528	65.1
"Schweiz"	"04.05.1919 Artikel über die Schiffahrt"	937257	399131	83.6
"Schweiz"	"13.10.1918 Proporzwahl des Nationalrates"	936336	299550	66.8
"Schweiz"	"02.06.1918 Initiative für die direkte Bundessteuer"	936096	276735	45.9
"Schweiz"	"13.05.1917 Stempelabgaben"	894177	190288	53.2
"Schweiz"	"06.06.1915 Einmalige Kriegssteuer"	871476	452117	94.3
"Schweiz"	"25.10.1914 Gerichtsbarkeit"	851082	204394	62.3
"Schweiz"	"04.05.1913 Krankheitsbekämpfung"	844175	169012	60.3
"Schweiz"	"04.02.1912 Kranken- und Unfallversicherung"	839212	287565	54.4
"Schweiz"	"23.10.1910 Proporzwahl des Nationalrates"	823679	240305	47.5
"Schweiz"	"25.10.1908 Wasserkraft und Elektrizität"	809406	304923	84.4
"Schweiz"	"05.07.1908 Absinthverbot"	809545	241078	63.5
"Schweiz"	"05.07.1908 Gewerbewesen"	809545	232457	71.5
"Schweiz"	"03.11.1907 Militärorganisation"	808916	329953	55.2
"Schweiz"	"10.06.1906 Lebensmittelngesetz"	784769	245397	62.6
"Schweiz"	"19.03.1905 Ausdehnung des Erfinderschutzes"	776394	199187	70.4
"Schweiz"	"25.10.1903 Alkoholartikel"	768105	156777	40.7
"Schweiz"	"25.10.1903 Wahl des Nationalrates"	768105	95131	24.4
"Schweiz"	"25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen"	768105	117694	30.8
"Schweiz"	"15.03.1903 Zolltarifgesetz"	768125	332001	59.6
"Schweiz"	"23.11.1902 Unterstützung der Primarschule"	757320	258567	76.3
"Schweiz"	"04.11.1900 Volkswahl Bundesrat"	747262	145926	35.0
"Schweiz"	"04.11.1900 Proporzwahl des Nationalrates"	747262	169008	40.9
"Schweiz"	"20.05.1900 Kranken-, Unfall- und Militärversicherung"	745228	148035	30.2
"Schweiz"	"13.11.1898 Strafrechtseinheit"	734075	266610	72.4
"Schweiz"	"13.11.1898 Zivilrechtseinheit"	734075	264914	72.2
"Schweiz"	"20.02.1898 Schweiz. Bundesbahnen"	734644	386634	67.9
"Schweiz"	"11.07.1897 Lebensmittelpolizei"	716883	162250	65.1
"Schweiz"	"11.07.1897 Wasserbau- und Forstpolizei"	716883	156102	63.5
"Schweiz"	"28.02.1897 Schweizerische Bundesbank"	715342	195764	43.3
"Schweiz"	"04.10.1896 Disciplinarstrafordnung der Armee"	714033	77169	19.9
"Schweiz"	"04.10.1896 Eisenbahnenrechnungsgesetz"	714033	223228	55.8
"Schweiz"	"04.10.1896 Viehhandelsgesetz"	714033	174880	45.5
"Schweiz"	"03.11.1895 Militärartikel"	697131	195178	42.0
"Schweiz"	"29.09.1895 Zündhölzchenmonopol"	690592	140174	43.2
"Schweiz"	"03.02.1895 Gesandtschaftsgesetz"	689180	124517	41.2
"Schweiz"	"04.11.1894 Zollinitiative"	690250	145462	29.3
"Schweiz"	"03.06.1894 Recht auf Arbeit"	680731	75880	19.8
"Schweiz"	"04.03.1894 Vorschriften für das Gewerbe"	676854	135713	46.1
"Schweiz"	"20.08.1893 Schächtverbot"	668913	191527	60.1
"Schweiz"	"06.12.1891 Rückkauf der Centralbahn"	653792	130729	31.1
"Schweiz"	"18.10.1891 Zolltarifgesetz"	654372	220004	58.1
"Schweiz"	"18.10.1891 Banknotenmonopol"	654372	231578	59.3
"Schweiz"	"05.07.1891 Einführung der Volksinitiative"	641692	183029	60.3
"Schweiz"	"15.03.1891 Pensionsgesetz"	657779	91851	20.6
"Schweiz"	"26.10.1890 Unfall- und Krankenversicherung"	663531	283228	75.4
"Schweiz"	"17.11.1889 Schuldbetreibung und Konkurs"	661225	244317	52.9
"Schweiz"	"10.07.1887 Erfindungsschutz"	647071	203506	77.9
"Schweiz"	"15.05.1887 Alkoholmonopol"	649494	267122	65.9
"Schweiz"	"25.10.1885 Alkoholregelung"	641689	230250	59.4
"Schweiz"	"11.05.1884 Gesandtschaft in Washington"	634299	137824	38.5
"Schweiz"	"11.05.1884 Bundesstrafrecht (Stabio Artikel)"	634299	159068	44.0
"Schweiz"	"11.05.1884 Patenttaxen der Handelsreisenden"	634299	174195	47.9
"Schweiz"	"11.05.1884 Organisation des Justiz- und Polizeidepartements"	634299	149729	41.1
"Schweiz"	"26.11.1882 Schulsekretär"	648000	172010	35.1
"Schweiz"	"30.07.1882 Epidemiengesetz"	635249	68027	21.1
"Schweiz"	"30.07.1882 Erfindungsschutz"	635249	141616	47.5
"Schweiz"	"31.10.1880 Banknotenmonopol"	641576	121099	31.8
"Schweiz"	"18.05.1879 Wiedereinführung der Todesstrafe"	633138	200485	52.5
"Schweiz"	"19.01.1879 Subvention der Alpenbahnen"	636996	278731	70.7
"Schweiz"	"21.10.1877 Politische Rechte"	...	131557	38.2
"Schweiz"	"21.10.1877 Militärpflichtersatz"	...	170223	48.4
"Schweiz"	"21.10.1877 Fabrikgesetz"	...	181204	51.5
"Schweiz"	"09.07.1876 Militärpflichtersatzsteuer"	...	156157	45.8
"Schweiz"	"23.04.1876 Banknotengesetz"	...	120068	38.3
"Schweiz"	"23.05.1875 Politisches Stimmrecht"	...	202583	49.4
"Schweiz"	"23.05.1875 Zivilstand und Ehe"	...	213199	51.0
"Schweiz"	"19.04.1874 Totalrevision"	...	340199	63.2
"Schweiz"	"12.05.1872 Totalrevision"	...	255609	49.5
"Schweiz"	"14.01.1866 Lotterie und Hasardspiele"	...	139062	44.0
"Schweiz"	"14.01.1866 Schutz des geistigen Eigentums"	...	137476	43.7
"Schweiz"	"14.01.1866 Ausschliessung Strafarten"	...	108364	34.2
"Schweiz"	"14.01.1866 Glaubens- und Kultusfreiheit"	...	157629	49.2
"Schweiz"	"14.01.1866 Stimmrecht in kantonalen Angelegenheiten"	...	153469	48.1
"Schweiz"	"14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen"	...	125924	39.9
"Schweiz"	"14.01.1866 Stimmrecht in Gemeindeangelegenheiten"	...	137321	43.1
"Schweiz"	"14.01.1866 Gleichstellung der Juden"	...	170032	53.2
